Date,Close,High,Low,Open,Volume
2020-01-02,118.43033599853516,118.43873815274173,116.8942403336752,117.33911902911879,10803700
2020-01-03,116.86747741699219,117.61933505993177,115.80305365328525,116.1578615745209,10386800
2020-01-06,116.77452087402344,116.8083194619459,115.31304776079499,115.36373275229427,10259000
2020-01-07,114.78932189941406,116.46199159885926,114.73863689191398,115.97201504237763,10531300
2020-01-08,115.68475341796875,116.22541480440921,114.55274565423159,114.63721634219726,9695300
2020-01-09,116.107177734375,116.77455178307011,115.76925621762801,116.62249676832482,9469000
2020-01-10,114.9498291015625,115.94666858948106,114.73017688935886,115.91288288242792,10190900
2020-01-13,115.9043960571289,115.9043960571289,114.68790467954567,115.05116860858895,12355200
2020-01-14,117.25606536865234,118.91183540558053,116.31835426443794,116.52955034295123,24906000
2020-01-15,115.49891662597656,117.08711531876233,115.0173833621649,116.45352706030666,16293400
2020-01-16,115.94664001464844,116.49574462905568,115.60027537337133,116.11559428905183,10783800
2020-01-17,116.74919128417969,116.825218779833,116.00578984270439,116.19163053528384,14697700
2020-01-21,115.60032653808594,116.63942092182053,115.47361399879662,115.89600631694842,8474200
2020-01-22,115.46510314941406,116.07334883035578,115.21167819100873,115.93819314933442,7549100
2020-01-23,115.34683990478516,115.5158070730718,113.80933921838063,114.6456802960131,9345700
2020-01-24,112.48304748535156,115.2539395270769,111.78188771591935,115.20325452113126,15166400
2020-01-27,111.536865234375,112.30562200754704,109.57697244683355,110.05004957174408,12860500
2020-01-28,113.56436157226562,114.0205523703677,111.91703455775715,112.22115745969619,13062800
2020-01-29,113.39539337158203,114.50205874594496,112.93921551977509,113.88536981412163,9326000
2020-01-30,114.79774475097656,115.00049763541861,112.0944374103468,112.0944374103468,9048900
2020-01-31,111.81568145751953,113.90230028813492,111.06382373772942,113.61507664021264,12785200
2020-02-03,112.66889190673828,113.40386310413928,112.06910219814141,112.06910219814141,10021100
2020-02-04,114.29086303710938,115.39754130541041,114.11346555154266,114.5105152064203,9157100
2020-02-05,116.23387145996094,116.35214074910974,114.89911068791825,115.37220073489922,10150700
2020-02-06,116.25077819824219,116.82522538506045,115.82838601132762,116.78299647867824,8992300
2020-02-07,115.87908172607422,116.30147395204536,115.14412337780853,115.50737450475758,6379800
2020-02-10,116.3606185913086,116.45354539946503,115.5242773179007,115.69323163535199,5960700
2020-02-11,116.58023071289062,117.27296001030862,116.39437713994361,116.7998699852893,6578600
2020-02-12,116.58023071289062,117.66999676300254,116.41127643486202,117.0871064373616,7958000
2020-02-13,116.4789047241211,116.86749842133986,115.22861423556414,116.36907860124231,7447500
2020-02-14,116.12407684326172,116.74076588603512,115.68478531740159,116.4450861706626,6627600
2020-02-18,114.58653259277344,116.33524213856523,114.08811299010806,116.02266320759144,8996400
2020-02-19,116.14942932128906,116.9097302398493,115.17791938047444,115.65945274851444,7071200
2020-02-20,116.14942932128906,116.88438773525655,115.33843050315444,115.87909208511455,7422800
2020-02-21,114.73017120361328,115.66788243512114,113.97831357765742,115.35531632141432,9772800
2020-02-24,111.64672088623047,112.52529108086578,110.4978134683915,111.03847502441053,13618400
